+-------------------+----------+
|             Device|count(s_0)|
|root.test.g_0.d2_48|     91140|
|root.test.g_0.d2_49|     88760|
| root.test.g_0.d2_5|     91160|
|root.test.g_0.d2_50|     91090|
|root.test.g_0.d2_51|     91090|
|root.test.g_0.d2_52|     88780|
|root.test.g_0.d2_53|     91090|
|root.test.g_0.d2_54|     88780|
|root.test.g_0.d2_55|     91090|
|root.test.g_0.d2_56|     91090|
|root.test.g_0.d2_57|     91090|
|root.test.g_0.d2_58|     91090|
|root.test.g_0.d2_59|     91090|
| root.test.g_0.d2_6|     91160|
|root.test.g_0.d2_60|     88580|
|root.test.g_0.d2_61|     90810|
|root.test.g_0.d2_62|     90810|
|root.test.g_0.d2_63|     90810|
|root.test.g_0.d2_64|     90810|
|root.test.g_0.d2_65|     90810|
|root.test.g_0.d2_66|     90810|
|root.test.g_0.d2_67|     90810|
|root.test.g_0.d2_68|     90810|
|root.test.g_0.d2_69|     88580|
| root.test.g_0.d2_7|     88850|
|root.test.g_0.d2_70|     90620|
|root.test.g_0.d2_71|     90620|
|root.test.g_0.d2_72|     90620|
|root.test.g_0.d2_73|     90620|
|root.test.g_0.d2_74|     90620|
|root.test.g_0.d2_75|     88070|
|root.test.g_0.d2_76|     90620|
|root.test.g_0.d2_77|     90620|
|root.test.g_0.d2_78|     90620|
|root.test.g_0.d2_79|     90620|
| root.test.g_0.d2_8|     91160|
|root.test.g_0.d2_80|     91700|
|root.test.g_0.d2_81|     91700|
|root.test.g_0.d2_82|     91700|
|root.test.g_0.d2_83|     89320|
|root.test.g_0.d2_84|     91700|
|root.test.g_0.d2_85|     89330|
|root.test.g_0.d2_86|     91700|
|root.test.g_0.d2_87|     91700|
|root.test.g_0.d2_88|     89320|
|root.test.g_0.d2_89|     91700|
| root.test.g_0.d2_9|     91160|
|root.test.g_0.d2_90|     88830|
|root.test.g_0.d2_91|     88820|
|root.test.g_0.d2_92|     88820|
|root.test.g_0.d2_93|     91430|
|root.test.g_0.d2_94|     91430|
|root.test.g_0.d2_95|     91430|
|root.test.g_0.d2_96|     91430|
|root.test.g_0.d2_97|     91430|
|root.test.g_0.d2_98|     88830|
|root.test.g_0.d2_99|     88830|
+-------------------+----------+
Total line number = 200
It costs 0.377s
